NO,XCOORD,YCOORD,lrt,crt,fry,lbus,ebus,opensqft,park_count
77,-86.7813034,36.1660995,0,0,0,1,0,0,0
78,-86.7863998,36.1745987,0,0,0,0,1,0,0
79,-86.7863998,36.1729012,0,0,0,0,1,0,0
80,-86.7832031,36.1678009,0,0,0,0,1,0,0
81,-86.7817993,36.1655998,0,0,0,0,1,0,0
82,-86.7814026,36.1651001,0,0,0,0,1,0,0
83,-86.703598,36.2601013,0,0,0,1,0,0,0
84,-86.7040024,36.2575989,0,0,0,1,0,0,0
85,-86.6844025,36.2625999,0,0,0,1,0,0,0
86,-86.6809006,36.2624016,0,0,0,1,0,0,0
87,-86.6781006,36.2611008,0,0,0,1,0,0,0
88,-86.6788025,36.2589989,0,0,0,1,0,0,0
89,-86.6849976,36.2584991,0,0,0,1,0,0,0
90,-86.6817017,36.2578011,0,0,0,1,0,0,0
91,-86.7690964,36.1713982,0,0,0,0,1,0,0
92,-86.7132034,36.2593002,0,0,0,1,0,0,0
93,-86.7129974,36.2599983,0,0,0,1,0,0,0
94,-86.7121964,36.2621002,0,0,0,1,0,0,0
95,-86.7044983,36.2635994,0,0,0,1,0,0,0
96,-86.6909027,36.2640991,0,0,0,1,0,0,0
97,-86.6914978,36.2640991,0,0,0,1,0,0,0
98,-86.7807007,36.1663017,0,0,0,0,1,0,0
99,-86.7818985,36.1659012,0,0,1,0,0,0,0
100,-86.7807007,36.1664009,0,0,0,1,0,0,0
101,-86.7795029,36.1671982,0,0,0,1,0,0,0
102,-86.6959991,36.2169991,0,0,0,1,0,0,0
103,-86.7115021,36.2205009,0,0,0,1,0,0,0
104,-86.7123032,36.2277985,0,0,0,1,0,0,0
105,-86.718399,36.2303009,0,0,0,1,0,0,0
106,-86.7123032,36.2277985,0,0,0,1,0,0,0
107,-86.7115021,36.2206001,0,0,0,1,0,0,0
108,-86.7624969,36.1029015,0,0,0,1,0,0,0
109,-86.7641983,36.1062012,0,0,0,1,0,0,0
110,-86.7807007,36.1664009,0,0,0,1,0,0,0
111,-86.7818985,36.1659012,0,0,0,1,0,0,0
112,-86.7778015,36.1679993,0,0,0,0,1,0,0
113,-86.7818985,36.1659012,0,0,0,1,0,0,0
114,-86.7806015,36.1663017,0,0,0,1,0,0,0
115,-86.7806015,36.1663017,0,0,0,0,1,0,0
116,-86.6156998,36.0259018,0,0,0,0,1,0,0
117,-86.7806015,36.1663017,0,0,0,0,1,0,0
118,-86.7813034,36.1660995,0,0,0,1,0,0,0
119,-86.7807007,36.1664009,0,0,0,1,0,0,0
120,-86.7882996,36.1806984,0,0,0,1,0,0,0
121,-86.789299,36.1822014,0,0,0,1,0,0,0
122,-86.7901001,36.1833992,0,0,0,1,0,0,0
123,-86.7912979,36.1851006,0,0,0,1,0,0,0
124,-86.7937012,36.1870995,0,0,0,1,0,0,0
125,-86.796402,36.1884003,0,0,0,1,0,0,0
126,-86.7818985,36.1659012,0,0,0,1,0,0,0
127,-86.7813034,36.1660995,0,0,0,1,0,0,0
128,-86.7818985,36.1657982,0,0,0,1,0,0,0
129,-86.7806015,36.1663017,0,0,0,1,0,0,0
130,-86.7795029,36.1671982,0,0,0,1,0,0,0
131,-86.7795029,36.1671982,0,0,0,1,0,0,0
132,-86.7813034,36.1660995,0,0,0,1,0,0,0
133,-86.7582016,36.1114998,0,0,0,1,0,0,0
134,-86.7589035,36.1024017,0,0,0,1,0,0,0
135,-86.7624969,36.1029015,0,0,0,1,0,0,0
136,-86.7641983,36.1062012,0,0,0,1,0,0,0
137,-86.7813034,36.1660995,0,0,0,1,0,0,0
138,-86.7882996,36.1086998,0,0,0,1,0,0,0
139,-86.7891006,36.1060982,0,0,0,1,0,0,0
140,-86.7899017,36.1038017,0,0,0,1,0,0,0
141,-86.7813034,36.1660995,0,0,0,1,0,0,0
142,-86.6656036,36.1389008,0,0,0,1,0,0,0
143,-86.6656036,36.1389008,0,0,0,1,0,0,0
144,-86.7806015,36.1663017,0,0,0,1,0,0,0
145,-86.7813034,36.1660995,0,0,0,0,1,0,0
146,-86.6067963,36.0892982,0,0,0,0,1,0,0
147,-86.6819992,36.3084984,0,0,0,1,0,0,0
148,-86.7795029,36.1671982,0,0,0,1,0,0,0
149,-86.7813034,36.1660995,0,0,0,1,0,0,0
150,-86.8223038,36.1735001,0,0,0,1,0,0,0
151,-86.7818985,36.1659012,0,0,0,1,0,0,0
152,-86.7813034,36.1660995,0,0,0,1,0,0,0
153,-86.7818985,36.1657982,0,0,0,1,0,0,0
154,-86.7566986,36.1515999,0,0,0,1,0,0,0
155,-86.8046036,36.1645012,0,0,0,1,0,0,0
156,-86.7813034,36.1660995,0,0,0,1,0,0,0
157,-86.7806015,36.1663017,0,0,0,1,0,0,0
158,-86.8046036,36.1645012,0,0,0,1,0,0,0
159,-86.7807007,36.1664009,0,0,0,1,0,0,0
160,-86.7818985,36.1659012,0,0,0,1,0,0,0
161,-86.7813034,36.1660995,0,0,0,1,0,0,0
162,-86.839798,36.2014999,0,0,0,1,0,0,0
163,-86.8363037,36.1613998,0,0,0,1,0,0,0
164,-86.8348999,36.1591988,0,0,0,1,0,0,0
165,-86.8363037,36.1651001,0,0,0,1,0,0,0
166,-86.8384018,36.1646004,0,0,0,1,0,0,0
167,-86.8350983,36.1660004,0,0,0,1,0,0,0
168,-86.8203964,36.1678009,0,0,0,1,0,0,0
169,-86.8350983,36.1660004,0,0,0,1,0,0,0
170,-86.8349991,36.1660995,0,0,0,1,0,0,0
171,-86.7806015,36.1663017,0,0,0,1,0,0,0
172,-86.7806015,36.1663017,0,0,0,1,0,0,0
173,-86.7577972,36.2294998,0,0,0,1,0,0,0
174,-86.3911972,35.8476982,0,0,0,1,0,0,0
175,-86.3914032,35.846199,0,0,0,1,0,0,0
176,-86.3920975,35.8414993,0,0,0,1,0,0,0
177,-86.3973007,35.8078995,0,0,0,1,0,0,0
178,-86.3975983,35.8060989,0,0,0,1,0,0,0
179,-86.3998032,35.8061981,0,0,0,1,0,0,0
180,-86.4046021,35.8083,0,0,0,1,0,0,0
181,-86.3995972,35.8084984,0,0,0,1,0,0,0
182,-86.3979034,35.8059998,0,0,0,1,0,0,0
183,-86.395401,35.8196983,0,0,0,1,0,0,0
184,-86.3920975,35.841301,0,0,0,1,0,0,0
185,-86.3920975,35.8456001,0,0,0,1,0,0,0
186,-86.3976974,35.8465996,0,0,0,1,0,0,0
187,-86.4017029,35.8428993,0,0,0,1,0,0,0
188,-86.4075012,35.8424988,0,0,0,1,0,0,0
189,-86.413002,35.8432007,0,0,0,1,0,0,0
190,-86.4203033,35.8455009,0,0,0,1,0,0,0
191,-86.4300995,35.8470993,0,0,0,1,0,0,0
192,-86.4196014,35.8460999,0,0,0,1,0,0,0
193,-86.4077988,35.846199,0,0,0,1,0,0,0
194,-86.4080963,35.8429985,0,0,0,1,0,0,0
195,-86.4020996,35.842701,0,0,0,1,0,0,0
196,-86.3979034,35.8465996,0,0,0,1,0,0,0
197,-86.3930969,35.8460999,0,0,0,1,0,0,0
198,-86.4030991,35.8555984,0,0,0,1,0,0,0
199,-86.4085007,35.8758011,0,0,0,1,0,0,0
200,-86.4035034,35.8750992,0,0,0,1,0,0,0
201,-86.3915024,35.8722992,0,0,0,1,0,0,0
202,-86.391098,35.8685989,0,0,0,1,0,0,0
203,-86.3960037,35.8740005,0,0,0,1,0,0,0
204,-86.4007034,35.8555984,0,0,0,1,0,0,0
205,-86.3995972,35.853199,0,0,0,1,0,0,0
206,-86.396698,35.853199,0,0,0,1,0,0,0
207,-86.3927994,35.8526993,0,0,0,1,0,0,0
208,-86.3907013,35.8480988,0,0,0,1,0,0,0
209,-86.3806992,35.8437004,0,0,0,1,0,0,0
210,-86.3805008,35.8403015,0,0,0,1,0,0,0
211,-86.3808975,35.8376007,0,0,0,1,0,0,0
212,-86.3740997,35.8362007,0,0,0,1,0,0,0
213,-86.3730011,35.8361015,0,0,0,1,0,0,0
214,-86.3682022,35.8366013,0,0,0,1,0,0,0
215,-86.3615036,35.8390999,0,0,0,1,0,0,0
216,-86.3595963,35.8395996,0,0,0,1,0,0,0
217,-86.3523026,35.8395004,0,0,0,1,0,0,0
218,-86.3508987,35.8348999,0,0,0,1,0,0,0
219,-86.3501968,35.8264999,0,0,0,1,0,0,0
220,-86.3556976,35.8189011,0,0,0,1,0,0,0
221,-86.3594971,35.8221016,0,0,0,1,0,0,0
222,-86.3616028,35.8242989,0,0,0,1,0,0,0
223,-86.364502,35.8250999,0,0,0,1,0,0,0
224,-86.3686981,35.8255997,0,0,0,1,0,0,0
225,-86.3783035,35.8314018,0,0,0,1,0,0,0
226,-86.3729019,35.8395004,0,0,0,1,0,0,0
227,-86.3721008,35.8438988,0,0,0,1,0,0,0
228,-86.3826981,35.8473015,0,0,0,1,0,0,0
229,-86.3929977,35.8493004,0,0,0,1,0,0,0
230,-86.387001,35.8680992,0,0,0,1,0,0,0
231,-86.3853989,35.8739014,0,0,0,1,0,0,0
232,-86.3836975,35.9098015,0,0,0,1,0,0,0
233,-86.3833008,35.8984985,0,0,0,1,0,0,0
234,-86.382103,35.8890991,0,0,0,1,0,0,0
235,-86.3845978,35.8778,0,0,0,1,0,0,0
236,-86.3901978,35.8620987,0,0,0,1,0,0,0
237,-86.3961029,35.853199,0,0,0,1,0,0,0
238,-86.3927994,35.8526993,0,0,0,1,0,0,0
239,-86.4030991,35.8555984,0,0,0,1,0,0,0
240,-86.4199982,35.8602982,0,0,0,1,0,0,0
241,-86.4468994,35.8648987,0,0,0,1,0,0,0
242,-86.4296036,35.8577003,0,0,0,1,0,0,0
243,-86.4007034,35.8555984,0,0,0,1,0,0,0
244,-86.3995972,35.853199,0,0,0,1,0,0,0
245,-86.396698,35.853199,0,0,0,1,0,0,0
246,-86.3907013,35.8480988,0,0,0,1,0,0,0
247,-86.3858032,35.847599,0,0,0,1,0,0,0
248,-86.3786011,35.8522987,0,0,0,1,0,0,0
249,-86.3738022,35.8546982,0,0,0,1,0,0,0
250,-86.3699036,35.8577995,0,0,0,1,0,0,0
251,-86.3664017,35.8613014,0,0,0,1,0,0,0
252,-86.3534012,35.8642998,0,0,0,1,0,0,0
253,-86.3584976,35.8722,0,0,0,1,0,0,0
254,-86.3687973,35.8666,0,0,0,1,0,0,0
255,-86.3788986,35.8652992,0,0,0,1,0,0,0
256,-86.3815002,35.8605995,0,0,0,1,0,0,0
257,-86.3883972,35.8490982,0,0,0,1,0,0,0
258,-86.3874969,35.8558006,0,0,0,1,0,0,0
259,-86.4272995,35.8641014,0,0,0,1,0,0,0
260,-86.4200974,35.8602982,0,0,0,1,0,0,0
261,-86.4007034,35.8555984,0,0,0,1,0,0,0
262,-86.3995972,35.853199,0,0,0,1,0,0,0
263,-86.396698,35.853199,0,0,0,1,0,0,0
264,-86.3912964,35.855999,0,0,0,1,0,0,0
265,-86.3907013,35.8480988,0,0,0,1,0,0,0
266,-86.8660965,35.9266014,0,0,0,1,0,0,0
267,-86.8685989,35.9253998,0,0,0,1,0,0,0
268,-86.8796997,35.9406013,0,0,0,1,0,0,0
269,-86.8827972,35.952301,0,0,0,1,0,0,0
270,-86.7785034,36.1675987,0,0,0,0,1,0,0
271,-86.884903,35.9627991,0,0,0,1,0,0,0
272,-86.8767014,35.9314003,0,0,0,1,0,0,0
273,-86.8798981,35.9317017,0,0,0,1,0,0,0
274,-86.8806,35.9269981,0,0,0,1,0,0,0
275,-86.8811035,35.9193001,0,0,0,1,0,0,0
276,-86.887001,35.9193993,0,0,0,1,0,0,0
277,-86.8879013,35.9168015,0,0,0,1,0,0,0
278,-86.8899002,35.9169006,0,0,0,1,0,0,0
279,-86.8904037,35.9151993,0,0,0,1,0,0,0
280,-86.8844986,35.9145012,0,0,0,1,0,0,0
281,-86.8798981,35.9166985,0,0,0,1,0,0,0
282,-86.8768997,35.9187012,0,0,0,1,0,0,0
283,-86.8741989,35.9213982,0,0,0,1,0,0,0
284,-86.8739014,35.9227982,0,0,0,1,0,0,0
285,-86.8713989,35.9239998,0,0,0,1,0,0,0
286,-86.8685989,35.9253998,0,0,0,1,0,0,0
287,-86.8718033,35.924099,0,0,0,1,0,0,0
288,-86.8766022,35.9310989,0,0,0,1,0,0,0
289,-86.8798981,35.9317017,0,0,0,1,0,0,0
290,-86.8806,35.9269981,0,0,0,1,0,0,0
291,-86.887001,35.9193993,0,0,0,1,0,0,0
292,-86.8879013,35.9168015,0,0,0,1,0,0,0
293,-86.8899002,35.9169006,0,0,0,1,0,0,0
294,-86.8904037,35.9151993,0,0,0,1,0,0,0
295,-86.8848038,35.914299,0,0,0,1,0,0,0
296,-86.902298,35.9076004,0,0,0,1,0,0,0
297,-86.9017029,35.9095993,0,0,0,1,0,0,0
298,-86.9013977,35.9113998,0,0,0,1,0,0,0
299,-86.9000015,35.9112015,0,0,0,1,0,0,0
300,-86.9002991,35.9094009,0,0,0,1,0,0,0
301,-86.8999023,35.9075012,0,0,0,1,0,0,0
302,-86.8798981,35.9166985,0,0,0,1,0,0,0
303,-86.8738022,35.9152985,0,0,0,1,0,0,0
304,-86.8738022,35.9152985,0,0,0,1,0,0,0
305,-86.8767014,35.918499,0,0,0,1,0,0,0
306,-86.8731995,35.9180984,0,0,0,1,0,0,0
307,-86.8660965,35.9266014,0,0,0,1,0,0,0
308,-86.7806015,36.1663017,0,0,0,0,1,0,0
309,-86.7795029,36.1671982,0,0,0,1,0,0,0
310,-86.7795029,36.1671982,0,0,0,1,0,0,0
311,-86.6819992,36.3084984,0,0,0,1,0,0,0
312,-86.7813034,36.1660995,0,0,0,1,0,0,0
313,-86.8183975,36.2099991,0,0,0,1,0,0,0
314,-86.7817993,36.1655998,0,0,0,1,0,0,0
315,-86.6513977,36.0493011,0,0,0,1,0,0,0
316,-86.7806015,36.1663017,0,0,0,1,0,0,0
317,-86.7813034,36.1660995,0,0,0,1,0,0,0
318,-86.7581024,36.1562004,0,0,0,1,0,0,0
319,-86.7806015,36.1663017,0,0,0,0,1,0,0
320,-86.7586975,36.0782013,0,0,0,1,0,0,0
321,-86.7813034,36.1660995,0,0,0,1,0,0,0
322,-86.7806015,36.1663017,0,0,0,1,0,0,0
323,-86.4095001,35.8638992,0,0,0,0,1,0,0
324,-86.8259964,35.8588982,0,0,0,0,1,0,0
325,-86.7577972,36.2038994,0,0,0,1,0,0,0
326,-86.7189026,36.2305984,0,0,0,1,0,0,0
327,-86.7813034,36.1660995,0,0,0,1,0,0,0
328,-86.3927994,35.8526993,0,0,0,1,0,0,0
329,-86.3940964,35.8278008,0,0,0,1,0,0,0
330,-86.8811035,35.9193001,0,0,0,1,0,0,0
331,-86.7804031,36.1659012,0,0,0,1,0,0,0
332,-86.7789001,36.1636009,0,0,0,1,0,0,0
333,-86.7785034,36.1629982,0,0,0,1,0,0,0
334,-86.7771988,36.1610985,0,0,0,1,0,0,0
335,-86.7766037,36.160099,0,0,0,1,0,0,0
336,-86.776001,36.1591988,0,0,0,1,0,0,0
337,-86.7753983,36.1582985,0,0,0,1,0,0,0
338,-86.7745972,36.1570015,0,0,0,1,0,0,0
339,-86.7740021,36.1562004,0,0,0,1,0,0,0
340,-86.7731018,36.1548004,0,0,0,1,0,0,0
341,-86.7722015,36.1534004,0,0,0,1,0,0,0
342,-86.7715988,36.1525002,0,0,0,1,0,0,0
343,-86.7693024,36.1489983,0,0,0,1,0,0,0
344,-86.7685013,36.1478004,0,0,0,1,0,0,0
345,-86.7677002,36.1465988,0,0,0,1,0,0,0
346,-86.7670975,36.1455994,0,0,0,1,0,0,0
347,-86.7651978,36.1427002,0,0,0,1,0,0,0
348,-86.7645035,36.1417007,0,0,0,1,0,0,0
349,-86.7637024,36.1404991,0,0,0,1,0,0,0
350,-86.7624969,36.1389008,0,0,0,1,0,0,0
351,-86.7613983,36.1374016,0,0,0,1,0,0,0
352,-86.7608032,36.1366997,0,0,0,1,0,0,0
353,-86.7602005,36.1357994,0,0,0,1,0,0,0
354,-86.759697,36.1351013,0,0,0,1,0,0,0
355,-86.7587967,36.1338005,0,0,0,1,0,0,0
356,-86.7559967,36.1310997,0,0,0,1,0,0,0
357,-86.7550964,36.1301994,0,0,0,1,0,0,0
358,-86.7546005,36.1295013,0,0,0,1,0,0,0
359,-86.7527008,36.1260986,0,0,0,1,0,0,0
360,-86.7496033,36.1197014,0,0,0,1,0,0,0
361,-86.748497,36.1175003,0,0,0,1,0,0,0
362,-86.7481003,36.1166,0,0,0,1,0,0,0
363,-86.7471008,36.1146011,0,0,0,1,0,0,0
364,-86.7453003,36.1110992,0,0,0,1,0,0,0
365,-86.745903,36.1120987,0,0,0,1,0,0,0
366,-86.7442017,36.1090012,0,0,0,1,0,0,0
367,-86.7434998,36.1076012,0,0,0,1,0,0,0
368,-86.7429962,36.1064987,0,0,0,1,0,0,0
369,-86.7424011,36.1054001,0,0,0,1,0,0,0
370,-86.7417984,36.1041985,0,0,0,1,0,0,0
371,-86.7412033,36.1030998,0,0,0,1,0,0,0
372,-86.7406006,36.101799,0,0,0,1,0,0,0
373,-86.740097,36.1008987,0,0,0,1,0,0,0
374,-86.7396011,36.0998993,0,0,0,1,0,0,0
375,-86.7391968,36.0990982,0,0,0,1,0,0,0
376,-86.7386017,36.0979004,0,0,0,1,0,0,0
377,-86.7377014,36.0960999,0,0,0,1,0,0,0
378,-86.7365036,36.0937996,0,0,0,1,0,0,0
379,-86.7350998,36.0914993,0,0,0,1,0,0,0
380,-86.7315979,36.0881004,0,0,0,1,0,0,0
381,-86.7332993,36.0896988,0,0,0,1,0,0,0
382,-86.729599,36.0862999,0,0,0,1,0,0,0
383,-86.7282028,36.0848999,0,0,0,1,0,0,0
384,-86.7274017,36.0830994,0,0,0,1,0,0,0
385,-86.7264023,36.0797997,0,0,0,1,0,0,0
386,-86.7266998,36.0808983,0,0,0,1,0,0,0
387,-86.7253036,36.0763016,0,0,0,1,0,0,0
388,-86.7245026,36.0735016,0,0,0,1,0,0,0
389,-86.7238007,36.071701,0,0,0,1,0,0,0
390,-86.7182007,36.0670013,0,0,0,1,0,0,0
391,-86.7170029,36.0629997,0,0,0,1,0,0,0
392,-86.7173004,36.0648003,0,0,0,1,0,0,0
393,-86.7167969,36.0619011,0,0,0,1,0,0,0
394,-86.716301,36.0591011,0,0,0,1,0,0,0
395,-86.7156982,36.0560989,0,0,0,1,0,0,0
396,-86.7151031,36.0536995,0,0,0,1,0,0,0
397,-86.7144012,36.0514984,0,0,0,1,0,0,0
398,-86.7137985,36.0495987,0,0,0,1,0,0,0
399,-86.7136993,36.0489998,0,0,0,1,0,0,0
400,-86.7133026,36.0453987,0,0,0,1,0,0,0
401,-86.7804031,36.1659012,0,0,0,1,0,0,0
402,-86.7780991,36.1623993,0,0,0,1,0,0,0
403,-86.7789001,36.1636009,0,0,0,1,0,0,0
404,-86.7771988,36.1610985,0,0,0,1,0,0,0
405,-86.7766037,36.160099,0,0,0,1,0,0,0
406,-86.776001,36.1591988,0,0,0,1,0,0,0
407,-86.7753983,36.1582985,0,0,0,1,0,0,0
408,-86.7745972,36.1570015,0,0,0,1,0,0,0
409,-86.7740021,36.1562004,0,0,0,1,0,0,0
410,-86.7731018,36.1548004,0,0,0,1,0,0,0
411,-86.7722015,36.1534004,0,0,0,1,0,0,0
412,-86.7715988,36.1525002,0,0,0,1,0,0,0
413,-86.7693024,36.1489983,0,0,0,1,0,0,0
414,-86.7685013,36.1478004,0,0,0,1,0,0,0
415,-86.7677002,36.1465988,0,0,0,1,0,0,0
416,-86.7670975,36.1455994,0,0,0,1,0,0,0
417,-86.7651978,36.1427002,0,0,0,1,0,0,0
418,-86.7645035,36.1417007,0,0,0,1,0,0,0
419,-86.7637024,36.1404991,0,0,0,1,0,0,0
420,-86.7624969,36.1389008,0,0,0,1,0,0,0
421,-86.7613983,36.1374016,0,0,0,1,0,0,0
422,-86.7608032,36.1366997,0,0,0,1,0,0,0
423,-86.7602005,36.1357994,0,0,0,1,0,0,0
424,-86.759697,36.1351013,0,0,0,1,0,0,0
425,-86.7587967,36.1338005,0,0,0,1,0,0,0
426,-86.7559967,36.1310997,0,0,0,1,0,0,0
427,-86.7550964,36.1301994,0,0,0,1,0,0,0
428,-86.7546005,36.1295013,0,0,0,1,0,0,0
429,-86.7527008,36.1260986,0,0,0,1,0,0,0
430,-86.7496033,36.1197014,0,0,0,1,0,0,0
431,-86.748497,36.1175003,0,0,0,1,0,0,0
432,-86.7481003,36.1166,0,0,0,1,0,0,0
433,-86.7471008,36.1146011,0,0,0,1,0,0,0
434,-86.7453003,36.1110992,0,0,0,1,0,0,0
435,-86.745903,36.1120987,0,0,0,1,0,0,0
436,-86.7442017,36.1090012,0,0,0,1,0,0,0
437,-86.7434998,36.1076012,0,0,0,1,0,0,0
438,-86.7429962,36.1064987,0,0,0,1,0,0,0
439,-86.7424011,36.1054001,0,0,0,1,0,0,0
440,-86.7417984,36.1041985,0,0,0,1,0,0,0
441,-86.7412033,36.1030998,0,0,0,1,0,0,0
442,-86.7406006,36.101799,0,0,0,1,0,0,0
443,-86.740097,36.1008987,0,0,0,1,0,0,0
444,-86.7396011,36.0998993,0,0,0,1,0,0,0
445,-86.7391968,36.0990982,0,0,0,1,0,0,0
446,-86.7386017,36.0979004,0,0,0,1,0,0,0
447,-86.7377014,36.0960999,0,0,0,1,0,0,0
448,-86.7365036,36.0937996,0,0,0,1,0,0,0
449,-86.7350998,36.0914993,0,0,0,1,0,0,0
450,-86.7315979,36.0881004,0,0,0,1,0,0,0
451,-86.7332993,36.0896988,0,0,0,1,0,0,0
452,-86.729599,36.0862999,0,0,0,1,0,0,0
453,-86.7282028,36.0848999,0,0,0,1,0,0,0
454,-86.7274017,36.0830994,0,0,0,1,0,0,0
455,-86.7264023,36.0797997,0,0,0,1,0,0,0
456,-86.7266998,36.0808983,0,0,0,1,0,0,0
457,-86.7278976,36.0789986,0,0,0,1,0,0,0
458,-86.7303009,36.0782013,0,0,0,1,0,0,0
459,-86.7340012,36.0770988,0,0,0,1,0,0,0
460,-86.7375031,36.0770988,0,0,0,1,0,0,0
461,-86.740097,36.0774002,0,0,0,1,0,0,0
462,-86.7451019,36.0784988,0,0,0,1,0,0,0
463,-86.7479019,36.0796013,0,0,0,1,0,0,0
464,-86.7516022,36.0808983,0,0,0,1,0,0,0
465,-86.7564011,36.0810013,0,0,0,1,0,0,0
466,-86.7658005,36.1082993,0,0,0,1,0,0,0
467,-86.7686005,36.1124001,0,0,0,1,0,0,0
468,-86.7755966,36.1100998,0,0,0,1,0,0,0
469,-86.7777023,36.1100006,0,0,0,1,0,0,0
470,-86.7790985,36.1099014,0,0,0,1,0,0,0
471,-86.7820969,36.110199,0,0,0,1,0,0,0
472,-86.7835007,36.1104012,0,0,0,1,0,0,0
473,-86.785202,36.1105995,0,0,0,1,0,0,0
474,-86.7874985,36.1110001,0,0,0,1,0,0,0
475,-86.7925034,36.111599,0,0,0,1,0,0,0
476,-86.7923965,36.1128006,0,0,0,1,0,0,0
477,-86.7921982,36.1139984,0,0,0,1,0,0,0
478,-86.7919998,36.1152,0,0,0,1,0,0,0
479,-86.7914963,36.1170998,0,0,0,1,0,0,0
480,-86.7912979,36.118,0,0,0,1,0,0,0
481,-86.7910995,36.1188011,0,0,0,1,0,0,0
482,-86.7904968,36.1209984,0,0,0,1,0,0,0
